# Mechanism-tag precision audit (#MECH-PRECISION).
# 325 (mechanism, PMID) pairs sampled from the frozen corpus: up to 15 per
# mechanism, seed 23. Each pair was adjudicated by an independent LLM agent that
# read the article and judged whether it genuinely concerns that therapeutic
# mechanism. Agents were blocked from reading scripts/config.py and tags/.
# These are MACHINE adjudications, not human labels. Verdicts are yes /
# borderline (mentioned as context, not studied) / no (false positive).
mechanism,pmid,verdict,reason,likely_trigger
nanoparticle,41357193,borderline,"Nanoparticles appear only as a brief listed strategy in a microbiota-metabolite review (5 mentions total), e.g. ""Plant-derived nanoparticles (PNPs) show promise as immunotherapy sensitizers... Ginger-derived exosome-like nanoparticles (GELNs) reshape microbial metabolism"", with no nanoparticle delivery system developed or reviewed as a subject.",plant-derived nanoparticles / exosome-like nanoparticles
nanoparticle,41550169,yes,"Nanoparticle delivery is the subject: ""Cyanine nanoparticles assembled from cyanine dyes and amphiphilic polymers or liposomes are endowed with high biocompatibility and long-term circulation for cancer combination therapy.""",
oncolytic-virus,33496872,yes,"The review devotes a dedicated section to oncolytic virotherapy: ""Following successful replication within target tumor cells, oncolytic viruses (OVs) elicit lytic cell death, provoking a strong inflammatory response followed by a tumor-targeted immune response"", with sub-discussion of conditionally replicative adenoviruses.",
oncolytic-virus,33820820,yes,"An engineered oncolytic virus is the therapeutic developed: ""Oncolytic herpesvirus expressing PD-L1 BiTE for cancer therapy"" (MeSH: Oncolytic Virotherapy, Oncolytic Viruses).",
oncolytic-virus,34452316,yes,"A dedicated review of OV therapy: ""we summarised different strategies that have been evaluated to modulate NK activities for improving OV therapeutic benefits.""",
oncolytic-virus,34948316,yes,"An oncolytic virus is engineered and tested: ""We encoded ADA into an oncolytic targeted herpes virus redirected to human HER2.""",
oncolytic-virus,35759082,yes,"The abstract states the review covers ""monoclonal antibody-related clinical trials, new cytokine therapy, a checkpoint inhibitor, adoptive T cell therapy, cancer vaccine, and oncolytic virus"", making it one of the reviewed modalities rather than a passing mention.",
oncolytic-virus,36092638,yes,"The paper builds and tests an oncolytic virus: ""we successfully constructed a novel recombinant oncolytic adenovirus encoding murine CXCL10, named Adv-CXCL10"".",
oncolytic-virus,37008834,yes,"The case reports a patient responding to ""one dose of an experimental TGF-beta trap carrying oncolytic adenovirus, known as AdAPT-001"", so the oncolytic virus is the administered intervention.",
oncolytic-virus,38566092,yes,"An oncolytic adenovirus is constructed and tested: ""The gene encoding ApoA1 was inserted into the adenovirus genome to construct a recombinant adenovirus (ADV-ApoA1)"" with efficacy and safety evaluated in mice, hamsters and rhesus monkeys.",
oncolytic-virus,39196415,yes,"The review's subject is ""the interaction between OV and TAM, the potential of engineered OV to modulate specific TAM functions"", with oncolytic viruses as the central therapeutic modality.",
oncolytic-virus,39674886,yes,"The paper designs and tests an oncolytic agent: ""we designed and constructed an armed oncolytic virus, OV-5A, that expressed five genes"", with efficacy across multiple tumor models.",
oncolytic-virus,39830516,yes,"The article develops an oncolytic agent: ""GM-CSF and IL-21-armed oncolytic vaccinia virus significantly enhances anti-tumor activity and synergizes with anti-PD1 immunotherapy in pancreatic cancer.""",
oncolytic-virus,40092697,yes,"Oncolytic virotherapy is the review's subject: ""This review aims to identify and evaluate the potential of currently evolving oncolytic viral therapy with recent advances in genetic engineering providing enhanced oncolytic activity in the tumour.""",
oncolytic-virus,41007774,yes,"The review devotes a dedicated section, '5.4. Oncolytic Viruses', reviewing engineered oncolytic vaccinia virus and a 'personalized viro-immunotherapy platform' in preclinical TNBC.",
oncolytic-virus,41294689,yes,"The whole review is the mechanism: ""Vesicular stomatitis virus (VSV) ... is among the most versatile oncolytic virus platforms"", updating progress in ""VSV safety, oncoselectivity, tumor-specific replication, direct oncolysis"".",
oncolytic-virus,41416429,yes,"A dedicated review of OV therapy: ""This study provides a review of the molecular mechanisms, preclinical advancements and clinical outcomes associated with oncolytic virus (OV)-targeted drug combinations over the past two decades.""",
phagocytosis-checkpoint,34189144,borderline,"CD47/SIRPa is only background rationale (""CD47 is considered a macrophage immune checkpoint when interacting with signal regulatory protein alpha (SIRPa)""; only 2 occurrences of ""phagocyt""), while the therapeutic mechanism actually built and tested is T-cell cytotoxicity -- ""the new CAR-T cells efficiently killed A549 cancer cells"" -- with no phagocytosis restoration measured.","""CD47"" and ""SIRPa"" as the CAR target antigen plus the one-paragraph macrophage-checkpoint introduction"
phagocytosis-checkpoint,36077152,yes,"The CD47/SIRPa axis is knocked out as a deliberate therapeutic alternative to blocking antibodies and functionally tested: ""SIRPa knock-out monocyte-derived macrophages have enhanced activity against cancer cells"" (SIRPA 23 mentions, CD47 14).",
phagocytosis-checkpoint,37012357,yes,"CD47/SIRPa blockade is central: the paper describes ""a bispecific antibody (BsAb), HX009, targeting PD1 and CD47 but with weakened CD47 binding"", tested in hPD1xhPD-L1xhCD47xhSIRPa knock-in models.",
phagocytosis-checkpoint,37820722,yes,"Mechanistic core of the paper: ""tumor cells counteract DC vaccines through the SIRPα-CD47 immune checkpoint, while OVM can downregulate SIRPα in DCs and CD47 in tumor cells"".",
phagocytosis-checkpoint,38475778,yes,"A dedicated section ""Anti-CD47 × PD-L1 BsAb"" reviews the phagocytosis checkpoint as a therapeutic axis: ""CD47 plays a pivotal role in cancer by delivering a 'don't eat me' signal to macrophages when binding to its ligand signal-regulatory protein alpha (SIRPα)"".",
phagocytosis-checkpoint,38720892,yes,"The whole molecule is built around the CD47 phagocytosis checkpoint: 'CD47 with its kappa chain arm with an intendedly low affinity of ~500 nM to enable tumor-specific blockade of the CD47-SIRPalpha interaction', measured by antibody-dependent cellular phagocytosis.",
phagocytosis-checkpoint,38773064,yes,"CD47/SIRPa is one of the checkpoints reviewed in its own right: ""phagocytosis is abnormally attenuated through the CD47-SIRPa axis... laying the foundation for blocking the CD47-SIRPa axis to enhance tumor cell killing by phagocytosis.""",
phagocytosis-checkpoint,39167629,yes,"CD47/SIRPa is the review's subject: ""CD47 is highly expressed in many cancer types to protect cancer cells from phagocytosis via binding to SIRPα on phagocytes. Targeting CD47 by either interrupting the CD47-SIRPα axis or combing with other therapies has been demonstrated as an encouraging therapeutic strategy"".",
phagocytosis-checkpoint,39588148,yes,"CD47-SIRPa blockade is half of the designed agent: ""hybrid cell membrane nanovesicles adorned with PD-1 and SIRPa receptors... demonstrated high specificity to PD-L1 and CD47 ligands, facilitating the phagocytosis of melanoma cells by macrophages.""",
phagocytosis-checkpoint,39631851,yes,"CD47 blockade is engineered into the therapeutic agent under study: ""CD47 antibody-engineered oncolytic viruses (oAd-alphaCD47) were employed to lyse tumors and activate immunity.""",
phagocytosis-checkpoint,39794937,yes,"CD47 blockade is the engineered mechanism: ""we engineered an oncolytic vaccinia virus (OVV) encoding an anti-CD47 nanobody (OVV-αCD47nb)... both secreted αCD47nb and OVV-αCD47nb blocked the ""don't eat me"" signal of macrophages"".",
phagocytosis-checkpoint,40341033,yes,"CD47/SIRPa is the subject: ""the interaction of CD47 with its cognate receptor, signal regulatory protein-alpha (SIRPa) triggered a potent 'don't eat me signal' to phagocytic immune effector cells"", reviewed as an OV-delivered CD47-blockade strategy.",
phagocytosis-checkpoint,40490790,yes,"""CD47, overexpressed on tumor cell membranes, enables immune evasion by suppressing macrophage-mediated surveillance... Combining ferroptosis induction with CD47 blockade"" is half the paper's thesis.",
phagocytosis-checkpoint,40518291,yes,"The commentary is entirely about don't-eat-me blockade: ""Adv-mSS, that blocks two critical 'don't eat me' signals, CD47 and CD24, used by tumors to paralyze macrophage activity"" via a SIRPalpha/Siglec-10 fusion.",
phagocytosis-checkpoint,41381218,yes,"The paper develops an ""anti-CD47/CD24 bispecific antibody"" that maintains ""the blockade of antiphagocytic signals elicited by both CD47 and CD24"" -- the CD47/SIRPalpha and CD24/Siglec-10 phagocytosis checkpoints are the direct target.",
radioligand-therapy,29468134,no,"The therapy is non-targeted transarterial radioembolization -- ""yttrium-90 microsphere selective internal radiation therapy (SIRT)"" -- which carries no targeting ligand and no receptor binding, and the word ""radioligand"" appears nowhere in the article except the tag itself.","""yttrium-90"" / ""selective internal radiation therapy"" / ""radioembolization"" (radionuclide-therapy terms matched as radioligand therapy)"
radioligand-therapy,30911535,yes,"The article is about targeted systemic radionuclide therapy -- ""patient-individualized targeted 131I therapy"" and ""Radiotheragnostics represents the systematic integration of diagnostic imaging and therapeutics using radionuclides targeting specific characteristics of tumor biology"" -- the archetypal theranostic radionuclide therapy, though 131I is a substrate rather than a ligand-conjugated agent",
radioligand-therapy,33882773,yes,"The central intervention is a targeted therapeutic radionuclide -- ""we combined IRE with radium-223 (Ra-223), a bone-seeking radionuclide that emits short track length alpha particles"" -- with Ra-223 dichloride discussed alongside other radiopharmaceuticals such as strontium-89.",
radioligand-therapy,34063642,yes,"The therapeutic agent developed and tested is a radiolabeled targeting biomolecule, ""the beta emitter, lutetium-177, linked to a biomolecule"" (177Lu-DNP-DOTA-BSA), and the paper discusses selectivity ""due to the nature of the targeting vector chosen"" — genuine radionuclide/radioligand therapy, albeit delivered intratumorally rather than as a systemic receptor-binding ligand.",
radioligand-therapy,38302933,yes,"It is a radioligand trial protocol: ""48 patients will be treated with 4 cycles of 7.4 GBq of 177Lu-PSMA-1 every 6 weeks.""",
radioligand-therapy,38446353,yes,"The study reports clinical outcomes of a PSMA-targeted 177Lu radionuclide therapy: ""Patients received two cycles of Lu-TLX591 monoclonal antibody (177 Lu-DOTA-rosopatamab)... eligible if they had CRPC or metastatic prostate cancer and prostate-specific membrane antigen (PSMA)-avid disease"".",
radioligand-therapy,38698840,yes,"Targeted radionuclide (radioligand) therapy is one of the two modalities modelled and optimized: 'Data from mice studies with targeted radionuclide therapy (TRT) and chimeric antigen receptor (CAR)-T cell monotherapies... was used to calibrate mathematical model parameters', using a 225Ac-labelled agent.",
radioligand-therapy,40473462,yes,"This is targeted radionuclide therapy with a radiolabelled DOTA ligand — ""step 3: 225Ac-radiolabeled Proteus DOTA"" — and the authors themselves use the term (""internalization of BsAb during PRIT may impair the intratumoral capture of radioligand"") alongside repeated framing as ""targeted radiopharmaceutical therapy"".",
radioligand-therapy,40521192,yes,"The therapeutic agent is a small radiolabeled ligand -- ""a monovalent 177Lu radiohapten"" delivered by DOTA-PRIT -- i.e. targeted 177Lu radionuclide therapy evaluated for efficacy in vivo.",
radioligand-therapy,40707984,borderline,"The therapy is 131I on a polydopamine-coated PLGA nanoplatform delivered as local brachytherapy-style radionuclide therapy, ""the direct local implantation of radioactive materials (such as 90Y, 125I or 131I-labeled microbeads) into the tumor"", so it is radionuclide therapy but has no targeting ligand and the word radioligand never appears in the text.","radionuclide therapy / 131I-labeled, ""radiopharmaceuticals"""
radioligand-therapy,41342316,yes,"Therapeutic radioligands are the review's core: ""therapeutic applications utilizing alpha and beta emitters such as 225Ac and 177Lu"" and ""clinically approved agents, such as 177Lu-DOTATATE and 177Lu-PSMA-617.""",
sonodynamic,27535093,yes,"The sonosensitiser and SDT are central: ""greatly enhanced the HIFU ablation effects on ovarian cancer in nude mice by the HMME-mediated sono-dynamic chemistry therapy (SDT).""",
sonodynamic,33707944,yes,"SDT is the developed therapy: ""an effective therapeutic strategy ... is developed by the use of cascade immuno-sonodynamic therapy (immuno-SDT)"" using a TiO2-Ce6-CpG nanosonosensitizer under ultrasound.",
sonodynamic,33879173,yes,"""Ultrasound-triggered sonodynamic therapy (SDT) represents an emerging therapeutic modality"" and the paper develops nanosonosensitizer-augmented SDT plus autophagy blockade.",
sonodynamic,34026428,yes,"Entirely about SDT: ""As a novel noninvasive therapeutic modality combining low-intensity ultrasound and sonosensitizers, sonodynamic therapy (SDT) is promising for clinical translation.""",
sonodynamic,35179801,yes,"A sonosensitizer is designed and tested: ""a new sonosensitizer (Cu(II)NS) is synthesized... Through regulating the valence state of Cu, cancer SDT with enhanced therapeutic index is achieved.""",
sonodynamic,38525011,yes,"Sonodynamic therapy is the studied modality: ""immunogenic cell death induced by sonodynamic therapy and PD-1/PD-L1 blockade"" via Ce6-loaded ultrasound nanobubbles.",
sonodynamic,39191130,yes,"The whole paper develops sonosensitizers: ""ZnO quantum dots decorated BaTiO3 for cancer sonodynamic therapy... The work provides a guidance for sonosensitizers to tumor therapy"".",
sonodynamic,39507962,yes,"The review's subject is SDT: ""Sonodynamic therapy (SDT), which involves a synergistic application of sonosensitizers and low-intensity focused ultrasound to generate cytotoxic ROS"", and its pyroptosis mechanism in liver cancer.",
sonodynamic,39679828,yes,"The paper builds and tests an ""activatable SO2 nanosonosensitizer"" in which ""the sonodynamic, gaseous, and immunosuppressive TME reprogramming activities are precisely awakened under US irradiation.""",
sonodynamic,39904189,yes,"SDT is a core reviewed modality (73 'SDT' and 40 'sonosensitizer' mentions): 'Non-invasive therapies that promote intracellular ROS generation, including photodynamic therapy (PDT), sonodynamic therapy (SDT), and chemodynamic therapy (CDT)... with a particular focus on the enhancement strategies for each therapy'.",
sonodynamic,40040833,yes,"SDT is the therapeutic modality developed: ""a nanoparticle formulation, parthenolide/ICG-CaCO3@lipid ... has been engineered to amplify ferroptosis in tumor cells, positioning it as a potent agent for sonodynamic cancer immunotherapy.""",
sonodynamic,40165796,yes,"SDT is a core arm of the study: ""reactive oxygen species (ROS) generated by sonodynamic therapy (SDT) promote effective drug release ... The combined SDT and chemotherapy treatment achieved a 94% tumor inhibition rate"", using ""the sonosensitizer Chlorin e6 (Ce6)"" with 1.0 MHz ultrasound.",
sonodynamic,40595976,yes,"The validated assay was applied to ""a clinical trial, which assesses sonodynamic therapy for HGG patients"" and quantifies PPIX, which ""is also used as a sonosensitizer in the experimental therapy known as sonodynamic therapy (SDT)"", so it delivers sonosensitizer pharmacokinetics for an SDT trial (NCT04559685).",
sonodynamic,40739670,yes,"SDT is one of the named modalities the review systematically covers (54 mentions, including a dedicated treatment of ""the sonodynamic effect of ZnO for deep-seated cancer elimination"" and design factors that ""may compromise the therapeutic efficacy of SDT"").",
sonodynamic,41788857,yes,"The nanoplatform is built ""as an effective sonosensitizer"" and ""under ultrasound irradiation, FL@M exhibited excellent sonodynamic effects"", achieving ""synergistic sonodynamic therapy/chemotherapy"".",
synthetic-lethality,30889466,yes,"Synthetic lethality is the mechanism deliberately induced and measured, with a results section ""Combination of ABT-888 with DETA stimulates synthetic lethality"" and the conclusion that the combination sensitized ""BRCA1/2-proficient cancer cell lines to IR through the stimulation of synthetic lethality"".",
synthetic-lethality,31191001,yes,"The review is of PARP inhibitor trials premised on this mechanism: ""Concurrent PARP inhibition in BRCA-mutated or homologous recombination-deficient tumor cells can induce 'synthetic lethality', which targets two DNA repair pathways.""",
synthetic-lethality,32005245,yes,Synthetic lethality is the therapeutic thesis of the review (8 'synthetic lethality' and 53 'PARP' mentions): 'preclinical and clinical data revealed a synthetic lethality interaction between BRCA2 mutations and PARP inhibition... Mutations in the canine BRCA2 gene have the potential to be exploited in clinical therapy through the usage of PARP inhibitors'.,
synthetic-lethality,32310340,yes,"Synthetic lethality is the review's organising thesis, in the title and the closing aim: ""We also discuss the potential of targeting key UPR signaling nodes as novel synthetic lethal strategies in MYC-driven cancers"".",
synthetic-lethality,33334906,yes,"Synthetic lethality is the studied mechanism per the title ""Attenuation of SRC Kinase Activity Augments PARP Inhibitor-mediated Synthetic Lethality in BRCA2-altered Prostate Tumors"" (MeSH: Synthetic Lethal Mutations).",
synthetic-lethality,33523837,yes,"Synthetic lethality is the paper's subject, not a mention -- ""Here, we study the role of synthetic lethality in cancer risk"" via genome-wide quantification of cancer synthetic lethal (cSL) gene pairs.",
synthetic-lethality,34663427,yes,"Synthetic lethality is a headline result with dedicated analyses -- ""Synthetic lethality of Fanconi anemia genes in ovarian and breast cancer models"", ""Synthetic lethality in KRAS- and EGFR-mutant cell lines"" and a ""Pan-Cancer synthetic lethality analysis"" -- not a passing mention.",
synthetic-lethality,35163134,yes,"Synthetic lethality is the explicit study design: ""we extended our study to identify synthetic lethal mechanisms"", with THZ531 plus DNA-PK or PARP inhibitor giving ""synergistic cell death"".",
synthetic-lethality,35864202,yes,"The paper is squarely in the synthetic-lethality lane, opening ""The synthetic lethal association between BRCA deficiency and poly (ADP-ribose) polymerase (PARP) inhibition supports PARP inhibitor (PARPi) clinical efficacy"" and dissecting resistance to the PARPi talazoparib.",
synthetic-lethality,36253861,yes,"Titled ""The synthetic lethality of targeting cell cycle checkpoints and PARPs in cancer treatment"", it reviews how ""PARP inhibitors operate through 'synthetic lethality' mechanism with mutant DNA repair pathways genes"".",
synthetic-lethality,37756561,yes,"Synthetic lethality is the experimental premise and conclusion: ""our results provide a rationale to target DNA2 as a new synthetic lethality approach in mutp53-bearing cancers.""",
synthetic-lethality,37863651,yes,"The paper's purpose is SL discovery: ""we comprehensively analyzed large-scale CRISPR, shRNA, and PRISM screens to identify potential synthetic lethal (SL) interactions in pan-cancer and 12 individual cancer types.""",
synthetic-lethality,38043609,yes,"Synthetic lethality is the entire framework: ""This study aims to develop an interpretable AI framework for SL prediction and subsequently utilize it to design SL-based synergistic combination therapies"", validated with the MDM2/CDK9 pair.",
synthetic-lethality,39305483,yes,"The study's core result is synthetic lethality: ""Our analysis uncovers synthetically lethal associations between the tumor metabolic state (e.g., oxidative phosphorylation), driver mutations (e.g., loss of tumor suppressor PTEN), and actionable biological targets.""",
synthetic-lethality,39436709,yes,"Synthetic lethality is the paper's thesis: ""the cancer-specific synthetic lethality between HDAC8 and checkpoint kinases provides a promising replication stress-targeting strategy for treating a broad range of cancers.""",
targeted-protein-degradation,33941852,yes,"Degraders are a substantive reviewed strategy, with a dedicated section on ""the emergence of PROTACs as a game-changing technology"" and the SMARCA2/4 degrader ACBI1, plus ""emerging strategies for the targeted therapy of SWI/SNF-deficient cancers using chemical probes, including proteolysis targeting chimeras.""",
targeted-protein-degradation,37190019,yes,"The review ""highlight[s] new waves of Wnt targeting that combine recently developed technologies such as PROTAC/molecular glue"", with a substantive dedicated section (23 PROTAC mentions, e.g. the BCL-XL PROTAC DT2216).",
targeted-protein-degradation,37596619,yes,"The therapeutic agent developed is a degrader, with new data: ""the small molecule FL118, acting as a molecular glue degrader, strongly binds to, dephosphorylates, and degrades DDX5"", and the conclusion advocates ""a small molecule-based ""molecular glue degrader"", such as FL118"".",
targeted-protein-degradation,38389844,yes,"A dedicated TPD review: ""we comprehensively highlight the small-molecule degraders beyond PROTACs that could achieve the degradation of epigenetic proteins ... via proteasomal or lysosomal pathways.""",
targeted-protein-degradation,38467634,yes,"The ADC payload is ""a bromodomain and extra-terminal (BET) protein degrader named EBET"", and the paper's conclusion is about ""delivering BET protein degrader to PDAC and its microenvironment"".",
targeted-protein-degradation,39769279,yes,"PROTACs are one of the emerging modalities the review covers in its own subsection and table: ""PROTACs have been investigated in in vitro and in vivo models of TNBC, mostly in MDA-MB-231 cells and xenografts, successfully inhibiting tumor growth (Table ...).""",
targeted-protein-degradation,39812376,yes,"The payload is a degrader and degradation is the demonstrated mechanism: 'the bromodomain and extra-terminal (BET) protein degrader EBET... Mechanistically, 84-EBET degraded bromodomain-containing protein 4 in both cancer and stromal cells via bystander efficacy'.",
targeted-protein-degradation,40469310,yes,"The review contains a dedicated degrader section: ""DACs utilize protein degraders as payloads instead of cytotoxic drugs"", covering ""Proteolysis Targeting Chimeras (PROTACs), Proteolysis Targeting Antibodies (PROTABs), and Lysosome Targeting Chimeras (LYTACs)"" and E3-ligase-mediated ubiquitination.",
targeted-protein-degradation,40619749,yes,"The review contains a dedicated ""Protein Degraders"" section on PROTAC-type agents: ""Another BTK-targeted degrader, NX-5948... induces BTK degradation... via recruitment of the CRBN E3 ubiquitin ligase complex.""",
targeted-protein-degradation,40936722,yes,"The review devotes a subsection to PROTAC strategy for TRIM proteins: ""PROTACs technology provides a novel approach for targeted therapy against TRIM proteins in gastric cancer, with its advantage lying in the ability to precisely degrade oncogenic proteins rather than merely inhibiting their functions"", with a concrete TRIM21-based bioPROTAC example and its limitations.",
targeted-protein-degradation,41121746,yes,"The paper engineers degraders: ""two integrin degraders were engineered, each exploiting different lysosomal targeting pathways: the asialoglycoprotein receptor (ASGPR) and zinc and ring finger 3 (ZNRF3)"" and evaluates ""the next generation of degrader therapeutics.""",
targeted-protein-degradation,41335282,yes,"Degraders are an explicit review topic, not a mention: ""Novel therapeutic strategies, including PROTACs and metal-based agents, are discussed"", with dedicated passages on dBET1, ARV-825, MZ1, ACBI1, EED/EZH2 degraders and CRBN molecular glues (34 PROTAC/degrader hits).",
targeted-protein-degradation,41460301,borderline,"PROTACs appear only as a forward-looking one-liner in the abstract and discussion -- ""novel modalities, such as PROTAC-based degraders or allosteric inhibitors"" -- with no dedicated section and no degrader studied in a review otherwise wholly about PARP enzymology and PARP inhibitors.","""PROTAC"" / ""PROTAC-based PARP degraders"" in a future-directions sentence"
targeted-protein-degradation,41501884,yes,"A PROTAC degrader is the experimental agent: ""DT2216 induced the specific and long-lasting degradation of Bcl-xL protein, and reduced cell viability, in a concentration-dependent manner"", tested alone and with Dabrafenib/Trametinib in vitro and in xenografts.",
targeted-protein-degradation,41554743,yes,"The paper designs and validates a PROTAC: ""C20U4V, a proteolysis targeting chimera (PROTAC) derived from arachidonic acid, degrades FTH1"", built by ""conjugating PUFAs ... to a ligand for von-Hippo-Lindau (VHL) E3 ligase"" and confirmed by enhanced FTH1 ubiquitylation and loss of activity in VHL-KD cells.",
ttfields,27339426,yes,"It applies TTFields directly: ""Tumor treating fields (TTFields) with the sprayed liquid metal electrode"" delivering ""low intensity, intermediate frequency electric fields"" (300 kHz) that shrank melanoma tumors in mice.",
ttfields,28518093,yes,"The article is a methods paper determining ""the optimal frequency of the TTFields ... is 200 kHz for both ovarian and glioma cells"" using the TTFields in vitro application system.",
ttfields,28832384,yes,"A clinical review of TTFields itself: ""TTFields therapy involves a medical device and transducer arrays to provide targeted delivery of low intensity, intermediate frequency, alternating electric fields"", covering the phase 3 EF-14 and EF-11 trials.",
ttfields,29241354,yes,"TTFields is one of the modalities reviewed (19 in-text TTF mentions, plus the abstract): ""A multitude of new agents have been investigated, including targeted therapies, immunotherapeutics and tumor-treating fields"".",
ttfields,29261637,yes,"TTFields is the treatment whose response is being measured: ""These data demonstrate that TTFields therapy can induce an early metabolic response in recurrent glioblastoma, and this treatment response can be detected by amino acid PET"".",
ttfields,29471879,yes,"TTFields hardware is the object of study: 'we compared the MV- and kV-CT based planned dose with the measured dose... re-calculated on the same phantom equipped with TTF arrays', concluding on the feasibility of concomitant TTFields and radiotherapy.",
ttfields,32666048,yes,"The entire study measures practice patterns and attitudes for the modality itself: ""We retrospectively determined TTF usage among patients with GGM"" and surveyed providers on tumor treating fields.",
ttfields,34068775,yes,"The review is centred on TTFields: ""we outline the clinical impact of tumor treating fields (TTFields), a form of AEFs, on the treatment of cancers such as glioblastoma and mesothelioma"" and its mechanistic models.",
ttfields,36430552,yes,"TTFields is the intervention under test: ""Tumor Treating Fields (TTFields) Concomitant with Immune Checkpoint Inhibitors Are Therapeutically Effective in Non-Small Cell Lung Cancer (NSCLC) In Vivo Model.""",
ttfields,36439464,yes,"The entire article maps the TTFields literature: ""Research on application of tumor treating fields in glioblastoma: A bibliometric and visual analysis"" of 248 TTFields publications, concluding ""TTFields has been increasingly known as the fourth novel physical anti-tumor therapy.""",
ttfields,37493865,yes,"TTFields is the intervention meta-analysed: ""Tumor Treating Fields (TTFields) therapy, an electric field-based cancer treatment... Meta-analysis of comparative studies indicated a significant improvement in OS for patients receiving TTFields and SOC versus SOC alone.""",
ttfields,38067354,no,"TTFields appears only in the boilerplate standard-of-care sentence of a hypofractionated-radiotherapy review (""conventionally fractionated radiotherapy with concurrent and adjuvant temozolomide (TMZ), with or without tumor-treating fields (TTF)"") and is never studied, reviewed or discussed further.","""tumor-treating fields (TTF)"" in the recited GBM standard-of-care sentence (2 incidental occurrences)"
ttfields,40175974,yes,"TTFields hardware and its treatment delivery are the object of study: ""To study the impact of transducer arrays on the deep-seated dosimetry of radiotherapy with concurrent tumor treating fields (TTFields) for glioblastoma.""",
ttfields,40400212,yes,"TTFields is an analysed treatment variable, not a passing mention: ""Eleven patients received adjuvant tumor-treating fields (TTFields)"" and ""the TTFields group tended to have longer median PFS than the non-TTFields group"" before and after propensity score matching.",
ttfields,40835706,yes,"""This study is the first to evaluate the in vitro efficacy of TTFields on biliary tract cancer (BTC) cell lines... across varying frequencies and electric field intensities (100-200 kHz, 1.3-2.1 V/cm)"".",
